,companyFullName,city,companyLabelList,companySize,createTime,district,education,financeStage,firstType,industryField,positionAdvantage,positionLables,positionName,salary,workYear,,
176,创新工场（北京）企业管理股份有限公司,北京,"['绩效奖金', '带薪年假', '通讯津贴', '年终分红']",50-150人,2018-03-09 15:18:59,海淀区,本科,未融资,开发/测试/运维类,移动互联网,"谷歌大牛,商业资源,成长空间大,人工智能","['中级', '后端开发', 'C/C++', 'Postgres']",python开发工程师,15k-30k,1-3年,,
177,北京好巧国际旅行社有限公司,北京,"['五险一金', '弹性工作', '扁平管理', '百万医疗']",150-500人,2018-03-09 13:52:45,朝阳区,本科,B轮,开发/测试/运维类,数据服务,"带薪年假,五险一金,弹性工作,股票期权",[],python工程师,15k-20k,3-5年,,
178,顺丰科技有限公司,深圳,"['技能培训', '节日礼物', '带薪年假', '岗位晋升']",500-2000人,2018-03-08 18:19:30,南山区,本科,不需要融资,开发/测试/运维类,"移动互联网,电子商务","开发,能力论英雄","['云计算', 'linux']",Python开发,20k-30k,3-5年,,
179,成都市肆零肆网络科技有限公司,成都,"['弹性工作', '帅哥多', '节日礼物', '管理规范']",15-50人,2018-03-08 16:33:10,武侯区,本科,未融资,开发/测试/运维类,"信息安全,数据服务","双休,六险一金,无限饮料,内部交流","['node.js', 'flask', 'django']",Python开发,10k-15k,1-3年,,
180,联想（北京）有限公司,北京,"['技能培训', '待遇优厚', '晋升空间', '五险一金']",2000人以上,2018-03-08 12:00:55,海淀区,本科,上市公司,开发/测试/运维类,"移动互联网,数据服务",大平台，发展前景好,['web'],python开发工程师,13k-20k,3-5年,,
181,宽拓（北京）科技有限公司,北京,"['技能培训', '节日礼物', '带薪年假', '年度旅游']",50-150人,2018-03-06 18:35:19,西城区,本科,A轮,开发/测试/运维类,"移动互联网,金融","人工智能,对接美国,不打卡,西直门地铁","['理财', '机器学习', '深度学习', '人工智能', '科学家', '建模']",Python,20k-40k,3-5年,,
182,北京新工场投资顾问有限公司,北京,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",50-150人,2018-03-09 11:57:09,朝阳区,本科,A轮,技术,"移动互联网,金融",互联网金融 无天花板 六险一金 期权激励,['golang'],高级python开发工程师,15k-30k,1-3年,,
183,深圳市乐易网络有限公司,深圳,"['技术大牛', '高逼格环境', '两次年度旅游', '福利倍儿好']",150-500人,2018-03-09 11:38:46,南山区,本科,A轮,开发/测试/运维类,"移动互联网,游戏","海外手游,高配团队,两次调薪,年终奖","['高级', '后端开发', '数据分析', '服务器端', '全栈']",Python,15k-30k,3-5年,,
184,北京优虎商务服务有限公司,北京,"['绩效奖金', '年底双薪', '带薪年假', '定期体检']",150-500人,2018-03-09 10:37:59,朝阳区,本科,B轮,开发/测试/运维类,"移动互联网,金融","六险一金,绩效奖金,发展空间大,股票期权","['高级', '中级', 'php', 'MySQL']",Python开发工程师,20k-35k,1-3年,,
185,北京九州云动科技有限公司,北京,"['技能培训', '专项奖金', '带薪年假', '绩效奖金']",50-150人,2018-03-09 09:40:50,东城区,本科,B轮,开发/测试/运维类,"移动互联网,电子商务",海量数据、氛围轻松、项目奖金,"['高级', '数据分析', 'Java']",Python,15k-30k,1-3年,,
186,昆明俊云科技有限公司,成都,"['技能培训', '股票期权', '绩效奖金', '岗位晋升']",50-150人,2018-03-08 10:24:56,高新区,本科,不需要融资,开发/测试/运维类,"移动互联网,硬件","高薪资,丰厚年终奖,期权,百万级产品","['旅游', '游戏', '文化娱乐', 'php', 'Java']",Python开发工程师,8k-12k,1-3年,,
187,北京中铁信科技有限公司,北京,"['带薪年假', '绩效奖金', '年度旅游', '定期体检']",50-150人,2018-03-10 18:27:30,海淀区,本科,不需要融资,开发/测试/运维类,其他,前景好，平台广阔，福利完善,"['linux', 'Go']",Python 中级研发工程师,15k-30k,3-5年,,
188,深圳市盖威科技有限公司,深圳,"['绩效奖金', '五险一金', '交通补助', '带薪年假']",150-500人,2018-03-09 10:07:26,南山区,本科,不需要融资,开发/测试/运维类,金融,福利待遇好,"['linux', 'C++']",Python开发工程师,14k-20k,3-5年,,
189,上海基分文化传播有限公司,上海,[],500-2000人,2018-03-08 21:52:17,浦东新区,大专,不需要融资,开发/测试/运维类,移动互联网,"平均15薪,餐补,六险一金",['爬虫'],Python开发工程师,20k-35k,3-5年,,
190,维我软件（上海）有限公司北京分公司,北京,"['行业领先', '超长年假', '年度旅游']",500-2000人,2018-03-07 18:19:31,朝阳区,本科,上市公司,开发/测试/运维类,"移动互联网,企业服务","纽交所上市,云计算,SaaS,生命科学","['云计算', '后端开发', 'web', '项目管理', 'ERP']",软件工程师 - Python,15k-25k,3-5年,,
191,成都数联铭品科技有限公司,成都,"['带薪年假', '绩效奖金', '扁平管理', '定期体检']",150-500人,2018-03-07 14:59:06,高新区,硕士,C轮,开发/测试/运维类,"电子商务,数据服务","五险一金,技术大牛,大数据,加班补贴","['数据分析', '数据挖掘']",算法工程师（python）,8k-16k,不限,,
192,上海果雪信息科技有限公司,上海,"['年底双薪', '带薪年假', '午餐补助', '通讯津贴']",50-150人,2018-03-07 14:37:02,闵行区,本科,A轮,开发/测试/运维类,移动互联网,"技术牛,福利好,氛围好,老板牛","['云计算', '电商', '中级', '软件开发', 'Ruby']",Python 工程师,15k-30k,3-5年,,
193,深圳晶泰科技有限公司,北京,"['节日礼物', '股票期权', '岗位晋升', '扁平管理']",50-150人,2018-03-05 17:48:39,海淀区,本科,B轮,开发/测试/运维类,"企业服务,医疗健康","工作居住证,五险一金,带薪年假,MIT大牛","['信息安全', '大数据', 'php', 'Java']",Python后台开发,10k-18k,1-3年,,
194,北京陌上花科技有限公司,北京,"['股票期权', '岗位晋升', '弹性工作', '绩效奖金']",50-150人,2018-03-09 10:30:07,海淀区,本科,B轮,开发/测试/运维类,移动互联网,"股票期权,绩效奖金,晋升空间,技术大牛","['高级', '中级', 'linux']",Python/Golang开发工程师,20k-40k,1-3年,,
195,深圳市紫川软件有限公司,上海,"['节日礼物', '年底双薪', '绩效奖金', '岗位晋升']",500-2000人,2018-03-09 08:46:57,浦东新区,大专,不需要融资,开发/测试/运维类,"电子商务,金融",员工旅游 员工体检 五险一金,[],python开发工程师,12k-19k,3-5年,,
196,上海米闲企业管理合伙企业(有限合伙),上海,[],15-50人,2018-03-08 19:12:32,普陀区,本科,不需要融资,开发/测试/运维类,"移动互联网,企业服务","追求极客,业务明确","['中级', '初级', 'Java', 'django']",Python工程师,10k-20k,1-3年,,
197,无锡华云数据技术服务有限公司,上海,"['节日礼物', '带薪年假', '岗位晋升', '扁平管理']",500-2000人,2018-03-08 09:57:57,杨浦区,本科,D轮及以上,技术,"移动互联网,数据服务",绩效奖金 年终奖金 交通补贴 餐饮补贴,"['云计算', 'Java', 'Ruby', 'golang']",Python开发工程师,18k-28k,3-5年,,
198,维我软件（上海）有限公司北京分公司,北京,"['行业领先', '超长年假', '年度旅游']",500-2000人,2018-03-07 18:19:31,朝阳区,本科,上市公司,开发/测试/运维类,"移动互联网,企业服务","纽交所上市,云计算,SaaS,股票","['云计算', '高级', '后端开发', 'web']",资深Python工程师,25k-35k,5-10年,,
199,郑州创恒实业有限公司,郑州,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",150-500人,2018-03-07 10:42:46,金水区,大专,未融资,开发/测试/运维类,移动互联网,"周末双休,年底双薪,全勤奖,外出旅游","['node.js', 'php', 'MySQL', '后端']",Python开发工程师,5k-10k,1-3年,,
200,杭州沃趣科技股份有限公司,杭州,"['股票期权', '带薪年假', '绩效奖金', '年度旅游']",50-150人,2018-03-11 14:18:57,,本科,上市公司,技术,"企业服务,数据服务",精英团队、股票期权，购房贷款、丰厚奖金,['企业服务'],Python开发工程师,11k-22k,3-5年,,
201,北京江山如画网路科技有限责任公司,北京,"['专项奖金', '股票期权', '绩效奖金', '岗位晋升']",少于15人,2018-03-10 14:06:35,海淀区,本科,天使轮,技术,"移动互联网,社交网络",管吃管住、顶级投资、原始股权奖励,[],Python研发工程师,5k-10k,1-3年,,
202,光合新知（北京）科技有限公司,北京,"['产品领先行业', '关注学习本源', '明星跨界团队', '股票期权']",150-500人,2018-03-10 13:37:02,朝阳区,大专,C轮,开发/测试/运维类,"移动互联网,教育","年假15天,免费早午餐,弹性工作制,极客范儿","['教育', '高级', '中级', '服务器端', '全栈']",Python Web开发工程师,10k-20k,1-3年,,
203,北京来也网络科技有限公司,上海,"['绩效奖金', '扁平管理', '领导好', '五险一金']",50-150人,2018-03-10 12:29:21,徐汇区,不限,B轮,开发/测试/运维类,移动互联网,"pytho,技术驱动",['后端开发'],Python开发工程师(193),15k-30k,不限,,
204,北京步鼎方舟科技有限公司,北京,[],150-500人,2018-03-09 10:34:20,海淀区,本科,B轮,开发/测试/运维类,"移动互联网,O2O",一日三餐、带薪年假、弹性工作、六险一金,[],Python高级开发工程师,20k-30k,3-5年,,
205,上海诚信互通网络信息科技有限公司,北京,"['年底双薪', '股票期权', '带薪年假', '绩效奖金']",150-500人,2018-03-09 09:50:28,海淀区,大专,A轮,开发/测试/运维类,"移动互联网,企业服务",五险一金,"['资深', 'php', 'Java']",Python研发工程师,15k-30k,3-5年,,
206,武汉佰钧成技术有限责任公司,武汉,"['带薪年假', '计算机软件', '管理规范', '定期体检']",2000人以上,2018-03-09 09:42:19,东湖新技术开发区,大专,不需要融资,开发/测试/运维类,移动互联网,"牛人团队,薪资高,福利好","['云计算', '软件开发', 'linux', 'OpenStack']",Python,15k-30k,3-5年,,
207,小叶子（北京）科技有限公司,北京,"['优秀团队', '篮球羽毛球队', '13薪', '技术大牛多']",150-500人,2018-03-09 09:39:56,朝阳区,本科,C轮,开发/测试/运维类,"硬件,教育","免费午晚餐,五险一金,交补,年终奖","['高级', 'PHP', '后端']",python,20k-30k,3-5年,,
208,广州财略金融信息科技有限公司,广州,"['股票期权', '专项奖金', '带薪年假', '绩效奖金']",50-150人,2018-03-09 09:28:13,海珠区,大专,A轮,开发/测试/运维类,金融,股票期权 发展空间大 福利待遇好 周末双休,"['中级', '数据分析', '大数据', 'MySQL', 'hadoop']",Python开发工程师,10k-16k,1-3年,,
209,深圳市博悦科创科技有限公司,深圳,"['年底双薪', '定期体检', '绩效奖金', '技能培训']",500-2000人,2018-03-09 09:02:32,福田区,大专,不需要融资,开发/测试/运维类,移动互联网,大平台 发展好,[],python软件开发工程师,10k-13k,1-3年,,
210,维我软件（上海）有限公司北京分公司,北京,"['行业领先', '超长年假', '年度旅游']",500-2000人,2018-03-07 17:57:38,朝阳区,本科,上市公司,开发/测试/运维类,"移动互联网,企业服务","纽交所上市,云计算,SaaS,生命科学","['云计算', '资深', 'web', '架构']",高级Python开发工程师,25k-35k,5-10年,,
211,深圳市博奥特科技有限公司,深圳,"['绩效奖金', '领导好', '帅哥多', '美女多']",150-500人,2018-03-09 09:04:59,福田区,本科,未融资,开发/测试/运维类,"移动互联网,金融","双休,晋升空间大,平台好,五险一金","['高级', '中级', '初级', '后端开发', '数据分析']",python开发工程师,15k-25k,3-5年,,
212,厦门笨鸟电子商务有限公司,深圳,"['高新企业', '扁平管理', '五险一金', '股票期权']",150-500人,2018-03-08 17:09:21,南山区,本科,B轮,开发/测试/运维类,企业服务,海量数据,"['爬虫', '后端', '初级', '中级', '搜索']",python工程师,20k-40k,1-3年,,
213,湖南康通电子股份有限公司,长沙,"['技能培训', '效益奖金', '岗位晋升', '通讯津贴']",150-500人,2018-03-07 17:21:23,芙蓉区,本科,未融资,开发/测试/运维类,移动互联网,"五险一金,亲属关爱金,免费中晚餐,福利齐全","['软件开发', '算法', '机器学习']",Python工程师,7K-14K,1-3年,,
214,北京慕华信息科技有限公司,北京,"['节日礼物', '股票期权', '带薪年假', '氛围轻松']",150-500人,2018-03-05 17:20:10,海淀区,本科,B轮,技术,"移动互联网,教育",股票期权，五险一金，交补餐补，零食水果,"['教育', 'tornado', 'flask', 'django']",Python开发工程师,15k-25k,3-5年,,
215,北京汇行科技有限公司,北京,"['股票期权', '十四薪', '零食饮料水果', '团队氛围好']",150-500人,2018-03-01 11:08:18,东城区,本科,B轮,开发/测试/运维类,旅游,"免费三餐,晋升空间,福利待遇好","['爬虫', '大数据', '算法']",Python研发工程师,8k-16k,1-3年,,
216,昊盈信息技术（成都）有限公司,成都,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",150-500人,2018-03-11 13:52:37,锦江区,大专,不需要融资,开发/测试/运维类,"移动互联网,游戏","五险一金,带薪年假,年度体检,各种补贴","['高级', '中级', '大数据', 'Java', '云平台']",Python 开发工程师,8k-15k,3-5年,,
217,有米科技股份有限公司,广州,"['绩效奖金', '股票期权', '专项奖金', '五险一金']",500-2000人,2018-03-09 14:29:04,番禺区,本科,上市公司,开发/测试/运维类,"移动互联网,广告营销","六险一金,年度旅游,项目奖金","['大数据', 'MySQL']",Python工程师,15k-25k,1-3年,,
218,京东金融,北京,"['供应链金融', '消费金融', '众筹业务', '支付业务']",2000人以上,2018-03-09 09:28:06,大兴区,本科,上市公司,开发/测试/运维类,金融,餐补+年终奖+良好的晋升空间,"['大数据', '数据挖掘', '算法', '机器学习']",Python研发工程师,25k-50k,5-10年,,
219,广州云移信息科技有限公司,深圳,"['股票期权', '岗位晋升', '扁平管理', '领导好']",500-2000人,2018-03-08 14:31:32,福田区,大专,B轮,开发/测试/运维类,"移动互联网,O2O",五险一金 定期培训 年度体检 生日福利,"['linux', 'Java']",python开发工程师,12k-18k,3-5年,,
220,广州杰颉软件科技有限公司,北京,"['股票期权', '绩效奖金', '带薪年假', '弹性工作']",15-50人,2018-03-07 15:45:19,朝阳区,本科,A轮,开发/测试/运维类,"信息安全,数据服务","发展空间大,工作氛围好,全员持股,管理规范","['信息安全', 'linux', '大数据', 'Java', 'MySQL']",Python开发工程师,20k-25k,5-10年,,
221,深圳市麦达数字股份有限公司,北京,"['股票期权', '绩效奖金', '带薪年假', '定期体检']",500-2000人,2018-03-06 09:38:22,朝阳区,本科,上市公司,开发/测试/运维类,"企业服务,数据服务","上市公司,五险一金,薪酬福利好,发展空间大","['数据分析', '数据挖掘', '大数据', '算法', '爬虫']",PYTHON研发工程师,25k-35k,3-5年,,
222,广东省电信规划设计院有限公司,广州,"['绩效奖金', '带薪年假', '通讯津贴', '年底双薪']",2000人以上,2018-03-11 18:08:40,天河区,大专,上市公司,开发/测试/运维类,"移动互联网,金融","周末双休,高温补贴,节日补贴","['中级', 'Java']",Python工程师,6k-10k,1-3年,,
223,上海海万信息科技股份有限公司,上海,[],500-2000人,2018-03-09 13:21:58,浦东新区,本科,不需要融资,开发/测试/运维类,"移动互联网,金融","五险一金,旅游、体检,过节福利,生日礼金",[],python,8k-15k,3-5年,,
224,深圳市乐易网络有限公司,深圳,"['技术大牛', '高逼格环境', '两次年度旅游', '福利倍儿好']",150-500人,2018-03-09 11:38:46,南山区,本科,A轮,开发/测试/运维类,"移动互联网,游戏","海外手游,鹅厂大神,高配团队","['php', 'Java', '后端', '手机游戏']",Python,15k-30k,3-5年,,
225,北京汇行科技有限公司,北京,"['股票期权', '十四薪', '零食饮料水果', '团队氛围好']",150-500人,2018-03-01 11:08:06,东城区,本科,B轮,开发/测试/运维类,旅游,"晋升空间,免费三餐,福利待遇好","['爬虫', '大数据', 'Java', '算法']",Python工程师,8k-16k,1-3年,,
226,深圳市乐易网络有限公司,深圳,"['技术大牛', '高逼格环境', '两次年度旅游', '福利倍儿好']",150-500人,2018-03-09 11:38:46,南山区,本科,A轮,开发/测试/运维类,"移动互联网,游戏","海外手游,鹅厂大神,高配团队","['php', 'Java', '后端', '手机游戏']",Python,15k-30k,3-5年,,
227,车好多旧机动车经纪(北京)有限公司,北京,"['带薪年假', '弹性工作', '免费班车', '美女多']",2000人以上,2018-03-08 18:31:04,海淀区,本科,B轮,开发/测试/运维类,O2O,最高19薪 独角兽公司 学习型团队,"['高级', '中级', '初级', 'php', 'Java']",Python开发工程师,20k-40k,3-5年,,
228,北京字节跳动科技有限公司,北京,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,2018-03-08 10:58:47,海淀区,本科,C轮,开发/测试/运维类,"移动互联网,数据服务",六险一金，高薪期权，弹性工作，免费三餐，租房补贴，休闲下午茶，扁平管理，团队氛围好，优厚薪资,['后端开发'],python开发工程师,20k-35k,1-3年,,
229,印孚瑟斯技术（中国）有限公司,深圳,"['节日礼物', '技能培训', '免费班车', '岗位晋升']",2000人以上,2018-02-27 14:44:21,龙岗区,大专,上市公司,开发/测试/运维类,移动互联网,"6险1金,外企,大项目,少加班","['云计算', 'MySQL', 'oracle']",Python开发工程师,10k-20k,3-5年,,
230,上海庆科信息技术有限公司,上海,"['互联网风口', '物联网、高新', 'Wi-Fi', '午餐补助']",150-500人,2018-03-09 10:12:15,普陀区,本科,B轮,开发/测试/运维类,硬件,发展空间大,"['linux', 'Java']",python开发工程师,15k-18k,1-3年,,
231,深圳市紫川软件有限公司,深圳,"['节日礼物', '年底双薪', '绩效奖金', '岗位晋升']",500-2000人,2018-03-09 08:46:58,福田区,本科,不需要融资,开发/测试/运维类,"电子商务,金融",周末双休 免费体检 员工旅游 五险一金,[],python工程师,8k-14k,1-3年,,
232,行云智能（深圳）技术有限公司,深圳,"['年终分红', '绩效奖金', '专项奖金', '带薪年假']",15-50人,2018-03-07 17:30:37,南山区,本科,天使轮,开发/测试/运维类,"移动互联网,硬件","扁平化管理,周末双休,年终奖,发展空间大",['算法'],Python开发工程师,10k-20k,1-3年,,
233,广州碧软信息科技有限公司,成都,"['技能培训', '节日礼物', '专项奖金', '带薪年假']",500-2000人,2018-03-01 16:37:31,高新区,本科,不需要融资,开发/测试/运维类,"企业服务,金融",五险一金 周末双休 带薪年假,"['Java', 'MySQL']",Python,10k-18k,5-10年,,
234,北京江山如画网路科技有限责任公司,北京,"['专项奖金', '股票期权', '绩效奖金', '岗位晋升']",少于15人,2018-03-10 14:06:36,海淀区,本科,天使轮,开发/测试/运维类,"移动互联网,社交网络","提供住宿,一日三餐,晋升空间,紫牛基金投","['云计算', 'web', '服务器端', 'php', 'MySQL']",python开发工程师,8k-16k,1-3年,,
235,四川长虹电器股份有限公司,成都,"['绩效奖金', '管理规范', '定期体检', '五险一金']",2000人以上,2018-03-09 21:23:21,高新区,本科,上市公司,开发/测试/运维类,硬件,"五险一金,年终奖,项目奖","['linux', '运维']",python工程师,8k-15k,3-5年,,
236,上海晓途网络科技有限公司,上海,"['节日礼物', '带薪年假', '岗位晋升', '年度旅游']",50-150人,2018-03-09 17:26:34,徐汇区,本科,B轮,开发/测试/运维类,移动互联网,"年轻团队,扁平管理,弹性工作,简单透明","['金融', '数据库开发']",Python开发工程师,15k-25k,1-3年,,
237,北京天融信网络安全,北京,"['五险一金', '弹性工作', '交通补助', '定期体检']",2000人以上,2018-03-09 11:21:12,海淀区,本科,上市公司,开发/测试/运维类,信息安全,"七险一金,年终奖,带薪年假,带薪病假","['信息安全', 'Java', 'MySQL']",python开发工程师,10k-15k,1-3年,,
238,竹间智能科技（上海）有限公司,上海,"['年底双薪', '股票期权', '带薪年假', '绩效奖金']",150-500人,2018-03-09 10:58:04,徐汇区,本科,B轮,开发/测试/运维类,"移动互联网,其他",发展空间大 期权激励 弹性工作,[],Python 开发工程师,20k以上,不限,,
239,上海众言网络科技有限公司,上海,"['技能培训', '节日礼物', '年底双薪', '绩效奖金']",150-500人,2018-03-09 10:57:15,徐汇区,本科,B轮,开发/测试/运维类,移动互联网,"带薪年假,股票期权,下午茶,季度旅游","['后端开发', 'web']",Python资深开发,12k-24k,3-5年,,
240,北京汇行科技有限公司,北京,"['股票期权', '十四薪', '零食饮料水果', '团队氛围好']",150-500人,2018-03-01 11:05:45,东城区,本科,B轮,开发/测试/运维类,旅游,"免费三餐,晋升空间,福利待遇好","['爬虫', '大数据', 'Java', '算法']",Python,8k-16k,1-3年,,
241,厦门笨鸟电子商务有限公司,厦门,"['高新企业', '扁平管理', '五险一金', '股票期权']",150-500人,2018-03-03 10:22:31,思明区,本科,B轮,开发/测试/运维类,企业服务,"高新企业,牛人多,扁平化,五险一金","['云计算', 'php']",Python工程师,8k-15k,3-5年,,
242,上海阿牛信息科技有限公司,上海,"['技能培训', '节日礼物', '岗位晋升', '年度旅游']",150-500人,2018-03-10 15:09:52,黄浦区,本科,B轮,开发/测试/运维类,"金融,移动互联网",五险一金,"['Java', '爬虫']",高级Python开发工程师,15k-22k,3-5年,,
243,湖南创业工场网络科技有限公司,长沙,[],150-500人,2018-03-09 17:40:01,天心区,大专,A轮,开发/测试/运维类,"移动互联网,电子商务","互联网行业,朝九晚五,2次加薪,五险","['云计算', 'Java', '爬虫']",python中级开发工程师,6k-10k,1-3年,,
244,深圳市博悦科创科技有限公司,深圳,"['年底双薪', '定期体检', '绩效奖金', '技能培训']",500-2000人,2018-03-09 12:21:20,福田区,本科,不需要融资,开发/测试/运维类,移动互联网,项目好，福利好发展好,['数据库'],Python开发,9k-18k,1-3年,,
245,深圳市杉岩数据技术有限公司,深圳,"['股票期权', '扁平管理', '领导好', '五险一金']",15-50人,2018-03-09 11:37:38,南山区,本科,A轮,开发/测试/运维类,"企业服务,数据服务","扁平化管理,发展空间大,产品有竞争,氛围融洽","['云计算', 'Java']",Python开发工程师,10k-16k,1-3年,,
246,多点生活（中国）网络科技有限公司,北京,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",500-2000人,2018-03-09 09:36:06,海淀区,本科,B轮,开发/测试/运维类,"电子商务,O2O","平台大,福利好,氛围好,互联网电商","['电商', '大数据', '数据分析', '数据挖掘']",Python开发工程师,10k-20k,3-5年,,
247,北京掌控世代科技有限公司,北京,"['股票期权', '带薪年假', '定期体检', '年度旅游']",15-50人,2018-03-09 09:27:20,海淀区,本科,A轮,技术,"移动互联网,电子商务",行业第一 技术导向 大用户 大数据 超强团队,"['Java', 'MySQL', 'redis']",Python研发中级工程师,15k-30k,3-5年,,
248,深圳市博奥特科技有限公司,深圳,"['绩效奖金', '领导好', '帅哥多', '美女多']",150-500人,2018-03-09 09:05:00,福田区,大专,未融资,开发/测试/运维类,"移动互联网,金融","晋升空间大,福利待遇好","['高级', '中级', '架构师', '爬虫', '服务器端']",python开发工程师,10k-20k,1-3年,,
249,上海谷露软件有限公司,上海,"['团队融洽', '股票期权', '扁平管理', '帅哥多']",50-150人,2018-03-08 09:45:01,黄浦区,本科,A轮,开发/测试/运维类,"数据服务,招聘","工程师文化,大牛,高薪","['php', 'Java']",Python工程师,15k-25k,1-3年,,
250,深圳前海信美分期科技有限公司,长沙,[],150-500人,2018-03-06 09:55:55,岳麓区,本科,不需要融资,开发/测试/运维类,"金融,移动互联网","平台大,升职机会多,加薪快","['爬虫', '数据挖掘']",Python开发 （长沙）,6k-10k,1-3年,,
251,上海基分文化传播有限公司,上海,[],500-2000人,2018-02-27 11:00:23,浦东新区,大专,不需要融资,开发/测试/运维类,移动互联网,"六险一金,平均16薪,餐补,弹性上班",['爬虫'],Python开发工程师,20k-35k,3-5年,,
252,况客科技(北京)有限公司,北京,"['定期体检', '午餐补助', '带薪年假', '绩效奖金']",15-50人,2018-03-09 15:29:56,朝阳区,本科,A轮,开发/测试/运维类,金融,"技术培养,能力提升,培养计划,福利好","['后端开发', 'Node.js']",Python 工程师,15k-30k,1-3年,,
253,上海拍拍贷金融信息服务有限公司,上海,"['绩效奖金', '五险一金', '带薪年假', '午餐补助']",2000人以上,2018-03-09 09:46:36,浦东新区,本科,上市公司,开发/测试/运维类,金融,晋升空间大、福利好,['高级'],python工程师,12k-24k,3-5年,,
254,北京缔联科技有限公司,北京,"['年底双薪', '节日礼物', '年度旅游', '岗位晋升']",15-50人,2018-03-07 18:24:47,海淀区,本科,B轮,开发/测试/运维类,企业服务,"周末双休,法定节假日,六险一金,年底双薪","['即时通讯', 'Java', 'MySQL']",Python开发工程师,10k-20k,3-5年,,
255,北京汇行科技有限公司,北京,"['股票期权', '十四薪', '零食饮料水果', '团队氛围好']",150-500人,2018-03-01 11:05:54,东城区,本科,B轮,开发/测试/运维类,旅游,"免费三餐,福利待遇好,晋升空间","['后端开发', '爬虫', '大数据', 'Java', '算法']",Python开发,8k-16k,1年以下,,
256,印孚瑟斯技术（中国）有限公司,深圳,"['节日礼物', '技能培训', '免费班车', '岗位晋升']",2000人以上,2018-02-28 09:58:10,龙岗区,本科,上市公司,开发/测试/运维类,移动互联网,"六险一金,免费班车","['中级', '后端开发', 'Java', 'oracle', 'cobol']",Python,15k-20k,3-5年,,
257,北京中铁信科技有限公司,北京,"['带薪年假', '绩效奖金', '年度旅游', '定期体检']",50-150人,2018-03-10 18:27:30,海淀区,本科,不需要融资,开发/测试/运维类,其他,福利好，前景好。平台好。,"['云计算', '自动化']",Python中级研发工程师,14k-23k,3-5年,,
258,深圳市博奥特科技有限公司,深圳,"['绩效奖金', '领导好', '帅哥多', '美女多']",150-500人,2018-03-10 09:16:22,福田区,大专,未融资,开发/测试/运维类,"移动互联网,金融","提升空间大,行业前景广,金融行业","['云计算', 'js', 'mvc', 'django']",中级PYTHON开发工程师,22k-25k,5-10年,,
259,深圳市房多多网络科技有限公司,上海,"['节日礼物', '带薪年假', '扁平管理', '美女多']",2000人以上,2018-03-09 13:12:33,闸北区,本科,C轮,开发/测试/运维类,"移动互联网,O2O",平台好，发展广阔，技术大牛多,"['云计算', '资深', '高级', 'linux', 'OpenStack', '系统工程师']",Python研发工程师,15k-30k,1-3年,,
260,北京南天软件有限公司,北京,"['交通补助', '午餐补助', '带薪年假', '年底双薪']",500-2000人,2018-03-06 20:46:17,海淀区,本科,上市公司,开发/测试/运维类,金融,长期稳定,['django'],python工程师,5k-10k,1-3年,,
261,海思林科（北京）信息技术有限公司,北京,"['绩效奖金', '年底双薪', '五险一金', '通讯津贴']",50-150人,2018-02-28 10:29:47,丰台区,大专,A轮,开发/测试/运维类,"企业服务,医疗健康","平台大,发展好,环境好,福利好","['工具软件', '软件开发', 'Perl', 'django']",python开发工程师,10k-18k,3-5年,,
262,深圳码隆科技有限公司,深圳,"['技术大牛集聚', '扁平管理', '五险一金', '领导好']",50-150人,2018-03-11 12:50:25,盐田区,本科,B轮,开发/测试/运维类,移动互联网,发展前景广阔,['软件开发'],python开发工程师(深圳),20k-40k,1-3年,,
263,广州德惟科技有限公司,广州,[],150-500人,2018-03-10 10:06:02,天河区,本科,不需要融资,开发/测试/运维类,"金融,移动互联网","综合福利好,技术大牛多,交通便利,假期多","['金融', '中级', '初级', '爬虫', 'Java']",python开发（广州）,8k-13k,1-3年,,
264,深圳市乐易网络有限公司,深圳,"['技术大牛', '高逼格环境', '两次年度旅游', '福利倍儿好']",150-500人,2018-03-09 11:38:47,南山区,本科,A轮,开发/测试/运维类,"移动互联网,游戏","海外手游,鹅厂大神,高配团队","['前端', 'php', '手机游戏']",Python,15k-30k,3-5年,,
265,医渡云（北京）技术有限公司,北京,"['节日礼物', '年底双薪', '股票期权', '带薪年假']",150-500人,2018-03-08 18:55:44,海淀区,大专,B轮,开发/测试/运维类,"O2O,医疗健康","十四薪,带薪年假,免费三餐,租房补助","['php', 'MySQL', 'redis']",Python开发工程师,18K-35K,3-5年,,
266,北京推想科技有限公司,大连,"['午餐补助', '股票期权', '定期体检', '弹性工作']",50-150人,2018-03-08 10:24:45,中山区,大专,B轮,开发/测试/运维类,"医疗健康,数据服务","人工智能,快速成长,弹性工作,年终奖丰厚","['医疗健康', '数据库', '运维', '实施']",python工程师,6k-12k,1年以下,,
267,北京币贝科技有限公司,北京,"['弹性工作', '领导好', '扁平管理', '技能培训']",50-150人,2018-03-06 15:47:52,海淀区,本科,不需要融资,开发/测试/运维类,"移动互联网,金融","技术大牛,弹性工作,不打卡,福利丰厚",[],Python开发工程师,15k-30k,不限,,
