,companyFullName,city,companyLabelList,companySize,createTime,district,education,financeStage,firstType,industryField,positionAdvantage,positionLables,positionName,salary,workYear,,
87,信达悦和资产管理（北京）有限公司,北京,"['年底双薪', '定期体检', '弹性工作', '领导好']",50-150人,2018-03-10 15:28:56,海淀区,本科,不需要融资,开发/测试/运维类,金融、移动互联网,"发展空间大,机遇挑战多,待遇优厚","['高级', '中级', '后端开发', '架构师', '全栈']",Python开发工程师,10k-20k,1-3年,,
88,北京深瞐科技有限公司,武汉,"['技能培训', '岗位晋升', '管理规范', '定期体检']",50-150人,2018-03-09 10:46:42,东湖新技术开发区,本科,B轮,开发/测试/运维类,信息安全、数据服务,五险一金，带薪年假，补贴,"['Java', 'MySQL']",Python 开发工程师,8k-12k,1-3年,,
89,广州玖维信息科技有限公司,广州,"['年底双薪', '专项奖金', '年终分红', '带薪年假']",150-500人,2018-03-11 18:22:41,海珠区,大专,上市公司,开发/测试/运维类,"移动互联网,数据服务","周末双休,五险一金,节日福利,房补餐补","['初级', '实习', '算法', '图像处理', '计算机视觉', '人工智能']",Python工程师,3k-5k,1年以下,,
90,北京国双科技有限公司,北京,"['年度旅游', '节日礼物', '年底双薪', '带薪年假']",500-2000人,2018-03-09 09:53:36,海淀区,本科,上市公司,开发/测试/运维类,"数据服务,企业服务",上市公司 前景佳 氛围好 牛人多,"['云计算', '全栈', 'Ruby', 'GO', 'php']",高级python研发工程师（北京）,15k-30k,3-5年,,
91,北京摩尔妈咪网络科技有限公司,北京,"['年底双薪', '股票期权', '定期体检', '带薪年假']",15-50人,2018-03-09 13:34:34,朝阳区,本科,A轮,开发/测试/运维类,移动互联网,"氛围轻松,成长空间大,有成就感","['教育', '资深', '高级', '中级', 'php']",Python工程师,15k-30k,1-3年,,
92,中科视拓（北京）科技有限公司,杭州,"['交通补助', '午餐补助', '扁平管理', '弹性工作']",50-150人,2018-03-09 14:24:22,滨江区,本科,A轮,开发/测试/运维类,企业服务,"大咖分享,补贴绩效奖,升职加薪快,团队氛围好","['node.js', 'php']",Python工程师,8k-16k,1-3年,,
93,深圳晶泰科技有限公司,深圳,"['节日礼物', '股票期权', '岗位晋升', '扁平管理']",50-150人,2018-03-09 10:49:52,福田区,本科,B轮,开发/测试/运维类,"企业服务,医疗健康","技术成长快,公司前景好,领导好","['云计算', 'OpenStack', '机器学习']",Python 算法工程师,18k-30k,3-5年,,
94,北京搜狗科技发展有限公司,北京,"['岗位晋升', '扁平管理', '管理规范', '精英团队']",2000人以上,2018-03-08 11:01:23,海淀区,本科,C轮,开发/测试/运维类,"移动互联网,数据服务",快速成长，感受全球氛围,"['大数据', 'Java']",搜狗海外输入法-Python高级开发工程师,20k-40k,3-5年,,
95,北京阿博茨科技有限公司,武汉,"['五天工作制', '带薪假期', '健康午餐', '体育课']",50-150人,2018-03-09 11:35:49,洪山区,本科,A轮,开发/测试/运维类,移动互联网,"人工智能,大数据,金融科技","['C++', 'Java', 'MySQL', '算法', '架构']",Python开发工程师,10k-20k,3-5年,,
96,金色家园网络科技有限公司,北京,"['节日礼物', '带薪年假', '绩效奖金', '管理规范']",2000人以上,2018-03-09 11:35:17,东城区,本科,不需要融资,技术,O2O,福利好，14薪,[],Python工程师,18k-30k,3-5年,,
97,上海淇毓信息科技有限公司,北京,"['年底双薪', '股票期权', '带薪年假', '定期体检']",500-2000人,2018-03-09 10:21:36,朝阳区,本科,未融资,开发/测试/运维类,"移动互联网,金融",核心业务，角色重要，成长空间大,"['高级', '中级']",Python开发工程师,20k-30k,3-5年,,
98,维我软件（上海）有限公司北京分公司,北京,"['行业领先', '超长年假', '年度旅游']",500-2000人,2018-03-07 17:57:38,朝阳区,本科,上市公司,开发/测试/运维类,"移动互联网,企业服务","纽交所上市,云计算,SaaS,生命科学","['云计算', '高级', 'web', 'Java', '架构']",Python,25k-35k,3-5年,,
99,广州玖维信息科技有限公司,广州,"['年底双薪', '专项奖金', '年终分红', '带薪年假']",150-500人,2018-03-11 18:22:40,海珠区,大专,上市公司,开发/测试/运维类,"移动互联网,数据服务","周末双休,五险一金,节日福利,房补餐补","['初级', '实习', '数据分析', 'Java', '测试']",Python开发工程师,3k-5k,1年以下,,
100,北京数美时代科技有限公司,北京,"['年底双薪', '大数据', '带薪年假', '通讯津贴']",150-500人,2018-03-09 17:43:34,朝阳区,硕士,B轮,开发/测试/运维类,"企业服务,数据服务","飞速发展,技术氛围浓,待遇好,发展快","['大数据', '数据挖掘']",python研发工程师,15k-30k,1年以下,,
101,北京零用钱科技有限公司,北京,"['年终分红', '股票期权', '五险一金', '带薪年假']",50-150人,2018-03-08 14:23:21,朝阳区,本科,不需要融资,开发/测试/运维类,"移动互联网,广告营销","一日四餐,六险一金,季度奖金,年度奖金","['服务器端', 'php', 'Java', 'MySQL']",Python,13k-16k,1-3年,,
102,智车优行科技（北京）有限公司,北京,"['股票期权', '午餐补助', '专项奖金', '定期体检']",150-500人,2018-03-09 10:06:40,朝阳区,本科,C轮,开发/测试/运维类,"移动互联网,硬件",五险一金 带薪年假 午餐补助 扁平管理,"['云计算', '大数据', '数据分析', '数据挖掘']",Python 开发工程师,15k-20k,3-5年,,
103,优识云创（北京）科技有限公司,北京,"['绩效奖金', '股票期权', '五险一金', '带薪年假']",50-150人,2018-03-11 16:54:45,海淀区,本科,B轮,开发/测试/运维类,移动互联网,"14薪,五险一金,地铁周边,扁平化管理","['后端开发', 'php', 'Java']",Python开发工程师,15k-25k,3-5年,,
104,北京智融时代科技有限公司,北京,"['股票期权', '绩效奖金', '五险一金', '带薪年假']",150-500人,2018-03-09 18:39:09,海淀区,本科,C轮,开发/测试/运维类,金融,"文化开放,弹性不打卡,发展快速,上升空间","['安全', 'Java', 'CRM']",Python开发工程师,20k-40k,3-5年,,
105,维我软件（上海）有限公司北京分公司,北京,"['行业领先', '超长年假', '年度旅游']",500-2000人,2018-03-07 18:19:31,朝阳区,本科,上市公司,开发/测试/运维类,"移动互联网,企业服务","纽交所上市,云计算,股票,年度旅游","['云计算', '中级', '后端开发', 'web', '架构']",Python工程师,20k-30k,3-5年,,
106,北京摩尔妈咪网络科技有限公司,北京,"['年底双薪', '股票期权', '定期体检', '带薪年假']",15-50人,2018-03-09 13:34:32,朝阳区,本科,A轮,开发/测试/运维类,移动互联网,"高薪,氛围轻松,成长空间大,背景好","['教育', '资深', '高级', '全栈', 'php']",Python开发工程师,30k-50k,3-5年,,
107,瞬联软件科技（北京）有限公司,上海,"['高薪', '节日礼物', '弹性工作', '带薪年假']",500-2000人,2018-03-11 09:35:10,长宁区,本科,不需要融资,开发/测试/运维类,"移动互联网 ,企业服务","五险一金,带薪年假,弹性工作,氛围自由","['linux', '后端开发', '通信']",Python软件开发工程师,10k-15k,1-3年,,
108,北京来也网络科技有限公司,北京,"['绩效奖金', '扁平管理', '领导好', '五险一金']",50-150人,2018-03-10 12:29:21,海淀区,本科,B轮,开发/测试/运维类,移动互联网,"人工智能,弹性工作,扁平管理,技术牛人","['后端开发', '服务器端']",Python开发工程师,15k-30k,1-3年,,
109,北京猎户星空科技有限公司,北京,"['年度旅游', '弹性工作', '领导好', '五险一金']",150-500人,2018-03-09 21:49:39,朝阳区,本科,A轮,开发/测试/运维类,"移动互联网,硬件",牛人云集，优质福利,"['智能硬件', 'php', 'Java', '后端']",Python开发工程师,18k-35k,3-5年,,
110,海南元游信息技术有限公司广州分公司,广州,"['年终分红', '包餐', '五险一金', '绩效奖金']",150-500人,2018-03-09 19:59:45,天河区,本科,不需要融资,开发/测试/运维类,游戏,"包餐,加班费,六险一金,绩效奖","['游戏', '中级', '爬虫', '后端', 'Node.js']",Python开发工程师,8k-15k,1-3年,,
111,厦门视我科技有限公司,厦门,"['年底双薪', '专项奖金', '带薪年假', '午餐补助']",15-50人,2018-03-09 09:32:23,思明区,本科,不需要融资,开发/测试/运维类,"移动互联网,电子商务","弹性工作,扁平管理,家属福利,五险一金","['云计算', '资深', '大数据', 'Java']",Python工程师,10k-20k,3-5年,,
112,深圳众禄基金销售股份有限公司,深圳,"['股票期权', '绩效奖金', '带薪年假', '通讯津贴']",150-500人,2018-03-08 10:41:11,罗湖区,大专,上市公司,开发/测试/运维类,"移动互联网,金融","团队氛围,高速发展,互联网金融,五险一金","['金融', '信息安全', 'php', 'Java', 'web']",Python开发工程师,18k-25k,3-5年,,
113,上海海万信息科技股份有限公司,上海,[],500-2000人,2018-03-05 11:28:47,浦东新区,大专,不需要融资,开发/测试/运维类,"移动互联网,金融","五险一金,过节费,旅游,体检",['Java'],Python工程师,8k-15k,3-5年,,
114,广州玖维信息科技有限公司,广州,"['年底双薪', '专项奖金', '年终分红', '带薪年假']",150-500人,2018-03-10 16:09:44,天河区,大专,上市公司,开发/测试/运维类,"移动互联网,数据服务","双休,提成,五险一金,带薪休假","['初级', '实习', 'linux', 'Java']",Python开发工程师,4k-6k,1年以下,,
115,北京数美时代科技有限公司,北京,"['年底双薪', '大数据', '带薪年假', '通讯津贴']",150-500人,2018-03-09 17:43:29,朝阳区,本科,B轮,开发/测试/运维类,"企业服务,数据服务","飞速发展,发展快,海量数据","['大数据', '数据挖掘']",python研发工程师,15k-30k,1-3年,,
116,北京神州绿盟信息安全科技股份有限公司,西安,"['技能培训', '节日礼物', '股票期权', '带薪年假']",500-2000人,2018-03-09 09:15:09,雁塔区,本科,上市公司,开发/测试/运维类,信息安全,五险一金；弹性工作；餐补；定期体检,"['信息安全', 'Java']",python开发工程师,8k-10k,3-5年,,
117,贝壳金控控股集团有限公司,成都,"['专项奖金', '年终分红', '定期体检', '绩效奖金']",500-2000人,2018-03-08 10:46:32,高新区,本科,未融资,开发/测试/运维类,金融、移动互联网,业务发展前景好，团队技术氛围浓厚,['系统设计'],高级Python工程师-CD2818,15k-25k,3-5年,,
118,上海众言网络科技有限公司,苏州,"['技能培训', '节日礼物', '年底双薪', '绩效奖金']",150-500人,2018-03-07 20:26:17,工业园区,本科,B轮,开发/测试/运维类,移动互联网,"带薪年假,五险一金,期权奖励,定期体检","['后端开发', '全栈', 'php', 'Java', 'web']",Python开发,15k-25k,3-5年,,
119,北京思源置地投资有限公司,北京,"['股票期权', '带薪年假', '绩效奖金', '岗位晋升']",2000人以上,2018-03-06 11:39:16,朝阳区,本科,不需要融资,开发/测试/运维类,"移动互联网,社交网络","云,大数据,AI","['云计算', '信息安全', '高级', '大数据', 'OpenStack']",python,20k-30k,5-10年,,
120,维我软件（上海）有限公司北京分公司,北京,"['行业领先', '超长年假', '年度旅游']",500-2000人,2018-03-07 18:17:35,朝阳区,本科,上市公司,开发/测试/运维类,"移动互联网,企业服务","纽交所上市,云计算,SaaS,生命科学","['云计算', '初级', '后端开发', 'web', '架构']",Python工程师,15k-20k,1-3年,,
121,深圳众禄基金销售股份有限公司,深圳,"['股票期权', '绩效奖金', '带薪年假', '通讯津贴']",150-500人,2018-03-08 10:41:09,罗湖区,本科,上市公司,开发/测试/运维类,"移动互联网,金融","新三板挂牌,团队氛围,金融中心","['金融', '信息安全', '中级', 'php', 'web']",Python开发工程师,18k-25k,1-3年,,
122,北京博智天下信息技术有限公司,北京,"['扁平管理', '定期体检', '股票期权', '团建活动']",150-500人,2018-03-05 15:44:16,海淀区,本科,B轮,开发/测试/运维类,教育,"出国旅游,免费健身,股票期权,带薪年假","['php', 'Java', 'web']",Python开发工程师,20k-40k,5-10年,,
123,广州玖维信息科技有限公司,广州,"['年底双薪', '专项奖金', '年终分红', '带薪年假']",150-500人,2018-03-10 16:09:44,天河区,大专,上市公司,开发/测试/运维类,"移动互联网,数据服务","双休,提成,带薪休假,五险一金","['初级', '实习', 'linux', 'Java']",Python软件开发工程师,4k-6k,1年以下,,
124,北京智分科技有限公司,北京,"['年底双薪', '免费两餐', 'Geek范', '免费健身']",50-150人,2018-03-10 10:57:56,海淀区,本科,不需要融资,开发/测试/运维类,移动互联网,"Geek范,清华系,福利待遇好,股票期权","['资深', '后端开发', '服务器端']",高级Python开发工程师,25k-45k,3-5年,,
125,武汉极意网络科技有限公司,武汉,"['股票期权', '绩效奖金', '交通补助', '带薪年假']",50-150人,2018-03-09 14:57:25,,不限,B轮,技术,"信息安全,数据服务",双休+弹性工作制+五险一金+餐补,['工具软件'],Python（极验验证）,9k-18k,3-5年,,
126,北京摩尔妈咪网络科技有限公司,北京,"['年底双薪', '股票期权', '定期体检', '带薪年假']",15-50人,2018-03-09 13:34:34,朝阳区,本科,A轮,开发/测试/运维类,移动互联网,"技术大牛,0-1项目,技术驱动,创业氛围","['教育', '专家', '资深', 'Java']",高级Python工程师,25k-50k,3-5年,,
127,北京磁力信科技有限公司,北京,"['年底双薪', '带薪年假', '成长基金', '定期体检']",15-50人,2018-03-09 12:58:12,朝阳区,不限,不需要融资,开发/测试/运维类,"教育,移动互联网","项目前景好,技术氛围好,餐补房补,成长基金","['php', 'Java']",Python 开发工程师,14k-28k,3-5年,,
128,智线云科技（北京）有限公司,廊坊,"['绩效奖金', '股票期权', '带薪年假', '弹性工作']",50-150人,2018-03-09 10:33:57,广阳区,本科,A轮,开发/测试/运维类,"移动互联网,数据服务","五险一金,带薪年假","['Java', '分布式', '架构']",Python中级工程师,8k-10k,1-3年,,
129,北京字节跳动科技有限公司,北京,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,2018-03-08 10:58:45,海淀区,本科,C轮,开发/测试/运维类,"移动互联网,数据服务",六险一金，高薪期权，弹性工作，免费三餐，租房补贴，休闲下午茶，扁平管理，团队氛围好，优厚薪资,['后端开发'],python开发工程师,25k-50k,3-5年,,
130,上海华瑞银行股份有限公司,上海,"['绩效奖金', '扁平管理', '领导好', '美女多']",150-500人,2018-03-05 18:31:02,浦东新区,本科,不需要融资,开发/测试/运维类,金融,"六险两金,年度体检,绩效奖金,渠道晋升","['银行', 'node.js', 'Java']",Python开发工程师,20k-40k,3-5年,,
131,凡普金科企业发展（上海）有限公司,北京,"['年底双薪', '节日礼物', '技能培训', '带薪年假']",2000人以上,2018-03-09 10:58:08,东城区,本科,不需要融资,开发/测试/运维类,金融,"六险一金,数据驱动,敏捷开发,行业风口","['云计算', '分布式', 'redis']",Python工程师,25k-35k,3-5年,,
132,普信恒业科技发展（北京）有限公司,北京,"['管理规范', '技能培训', '扁平管理', '弹性工作']",2000人以上,2018-03-09 14:11:02,朝阳区,本科,上市公司,开发/测试/运维类,金融,"发展空间大,技术氛围好,薪资福利好,带薪年假","['高级', 'php', 'MySQL']",Python研发工程师,25k-40k,5-10年,,
133,北京思维造物信息科技有限公司,北京,"['专项奖金', '扁平管理', '帅哥多', '领导好']",150-500人,2018-03-09 11:30:55,朝阳区,本科,B轮,开发/测试/运维类,"移动互联网,文化娱乐","六险一金,年度体检,弹性工作,大咖云集","['php', 'Java', 'web']",Python开发,15k-30k,1-3年,,
134,北京启明合心科技有限公司,北京,"['扁平管理', '最优秀的伙伴', '弹性工作', '公司午晚餐']",15-50人,2018-03-08 16:52:05,海淀区,本科,A轮,技术,"移动互联网,教育","大数据处理,自由度大,有挑战,公司午晚餐","['大数据', '后端']",Python开发工程师,20k-35k,1-3年,,
135,广州玖维信息科技有限公司,广州,"['年底双薪', '专项奖金', '年终分红', '带薪年假']",150-500人,2018-03-10 16:09:44,天河区,大专,上市公司,开发/测试/运维类,"移动互联网,数据服务","双休,提成,带薪休假,五险一金","['初级', '实习', 'linux', 'Java']",Python软件开发工程师,4k-6k,1年以下,,
136,维我软件（上海）有限公司北京分公司,北京,"['行业领先', '超长年假', '年度旅游']",500-2000人,2018-03-07 18:17:35,朝阳区,本科,上市公司,开发/测试/运维类,"移动互联网,企业服务","纽交所上市,云计算,SaaS,股票","['云计算', '高级', '后端开发', 'web', 'Java']",Python开发工程师,20k-30k,3-5年,,
137,北京启明合心科技有限公司,北京,"['扁平管理', '最优秀的伙伴', '弹性工作', '公司午晚餐']",15-50人,2018-03-08 16:52:05,海淀区,本科,A轮,技术,"移动互联网,教育","大数据处理,自由度大,有挑战,公司午晚餐","['大数据', '后端']",Python开发工程师,20k-35k,1-3年,,
138,互动峰科技(北京)有限公司,北京,"['五险一金', '带薪年假', '绩效奖金', '专项奖金']",500-2000人,2018-03-08 20:19:49,朝阳区,本科,D轮及以上,开发/测试/运维类,医疗健康,"大公司,大平台,机会多,六险一金","['云计算', 'linux', '运维']",Python工程师,18k-35k,不限,,
139,联想（北京）有限公司,北京,"['技能培训', '待遇优厚', '晋升空间', '五险一金']",2000人以上,2018-03-08 11:00:38,海淀区,本科,上市公司,开发/测试/运维类,"移动互联网,数据服务","发展空间大,技术氛围好","['linux', 'Opensta']",Python开发工程师,20k-40k,5-10年,,
140,苏州锦佰安信息技术有限公司,苏州,"['股票期权', '弹性工作', '带薪年假', '绩效奖金']",15-50人,2018-03-07 11:45:53,工业园区,本科,天使轮,开发/测试/运维类,信息安全,"人工智能,前景广阔,福利齐全,技术领先",['linux'],Python开发工程师,12k-24k,3-5年,,
141,超对称（北京）科技有限公司,北京,"['股票期权', '带薪年假', '弹性工作', '五险一金']",15-50人,2018-03-05 20:38:25,朝阳区,本科,A轮,开发/测试/运维类,"移动互联网,企业服务","五险一金,每周运动,无限量零食,好老板","['后端', '算法', '数据结构']",Python开发工程师,12k-20k,1-3年,,
142,瞬联软件科技（北京）有限公司,上海,"['高薪', '节日礼物', '弹性工作', '带薪年假']",500-2000人,2018-02-27 13:03:25,长宁区,本科,不需要融资,开发/测试/运维类,"移动互联网 ,企业服务",五险一金、弹性工作制、带薪年假、内部培训,"['后端开发', '自动化']",python开发工程师,10k-15k,不限,,
143,智线云科技（北京）有限公司,廊坊,"['绩效奖金', '股票期权', '带薪年假', '弹性工作']",50-150人,2018-03-09 10:34:00,广阳区,本科,A轮,开发/测试/运维类,"移动互联网,数据服务","五险一金,补充医疗险,房租补贴,带薪年假","['Java', '分布式', '架构']",Python中级工程师,8k-15k,1-3年,,
144,厦门市咕啦电子商务有限责任公司,厦门,"['带薪年假', '岗位晋升', '扁平管理', '领导好']",150-500人,2018-03-05 12:38:58,思明区,大专,A轮,开发/测试/运维类,电子商务,"五险一金,调薪调岗,福利待遇优,周末双休",[],Python开发,6k-10k,1-3年,,
145,武汉北蚁网络科技有限公司,武汉,"['年底双薪', '绩效奖金', '休闲餐点', '五险一金']",50-150人,2018-03-10 16:55:28,东湖新技术开发区,大专,不需要融资,开发/测试/运维类,"电子商务,移动互联网","五险一金,员工旅游,休闲餐点,扁平管理","['信息安全', '电商', 'linux', 'MySQL', '架构']",python工程师,8k-10k,3-5年,,
146,北京智者天下科技有限公司,北京,"['年底双薪', '股票期权', '带薪年假', '定期体检']",150-500人,2018-03-10 10:54:26,海淀区,本科,D轮及以上,开发/测试/运维类,"移动互联网,社交网络",薪资优厚、氛围宽松、每日三餐、六险一金,"['高级', 'Java', '架构']",Python开发工程师,15k-30k,3-5年,,
147,紫梧桐（北京）资产管理有限公司,北京,"['技能培训', '年底双薪', '股票期权', '带薪年假']",500-2000人,2018-03-09 21:11:56,东城区,本科,A轮,开发/测试/运维类,O2O,领导nice，发展空间大，六险一金,['算法'],python工程师,15k-30k,3-5年,,
148,上海道客网络科技有限公司,上海,"['工程师文化', '业界大牛', '改变世界', '豪华团队']",150-500人,2018-03-09 13:18:50,杨浦区,本科,A轮,开发/测试/运维类,"企业服务,数据服务","15天年假,技术大牛,年终多薪,豪华团队","['云计算', '高级']",Python研发工程师,15k-30k,3-5年,,
149,北京一览科技有限公司,北京,"['股票期权', '弹性工作', '领导好', '扁平管理']",150-500人,2018-03-09 11:41:22,朝阳区,本科,B轮,开发/测试/运维类,"移动互联网,文化娱乐",福利优厚,"['视频', '资深', '高级', '中级', '软件开发', '大数据']",python开发工程师,20k-40k,3-5年,,
150,维我软件（上海）有限公司北京分公司,北京,"['行业领先', '超长年假', '年度旅游']",500-2000人,2018-03-07 17:57:38,朝阳区,本科,上市公司,开发/测试/运维类,"移动互联网,企业服务","纽交所上市,云计算,SaaS,生命科学","['云计算', '资深', '高级', '中级', 'web']",Software Engineer -Python,25k-35k,3-5年,,
151,苏州锦佰安信息技术有限公司,苏州,"['股票期权', '弹性工作', '带薪年假', '绩效奖金']",15-50人,2018-03-07 11:45:53,工业园区,本科,天使轮,开发/测试/运维类,信息安全,"人工智能,前景广阔,福利齐全,技术领先","['linux', 'twisted']",Python开发工程师,12k-24k,3-5年,,
152,上海众言网络科技有限公司,上海,"['技能培训', '节日礼物', '年底双薪', '绩效奖金']",150-500人,2018-03-09 10:57:17,徐汇区,本科,B轮,开发/测试/运维类,移动互联网,"五险一金,季度旅游,生日会,带薪年假","['后端开发', 'Java', 'redis']",Python开发,12k-24k,3-5年,,
153,北京点石经纬科技有限公司,北京,"['五险一金', '带薪年假', '节日礼物', '年度旅游']",150-500人,2018-03-09 10:45:51,海淀区,本科,B轮,开发/测试/运维类,"移动互联网,教育","大牛多,平台好,待遇好,流程规范","['tornado', 'flask']",Python工程师,15k-25k,3-5年,,
154,成都捷云智慧科技有限公司,成都,[],15-50人,2018-03-09 09:31:18,高新区,本科,不需要融资,开发/测试/运维类,移动互联网,"绩效奖金,带薪年假","['云计算', 'node.js', 'django']",Python,8k-12k,1-3年,,
155,上海坤亿信息技术有限公司,上海,"['绩效奖金', '管理规范', '五险一金', '交通补助']",50-150人,2018-03-08 11:45:50,浦东新区,本科,不需要融资,开发/测试/运维类,"电子商务,企业服务","五险一金,周末双休,弹性工作,绩效奖金",[],Python软件开发工程师,15k-18k,3-5年,,
156,会找房（北京）网络技术有限公司,北京,"['节日礼物', '股票期权', '带薪年假', '年度旅游']",150-500人,2018-03-08 10:54:59,海淀区,本科,C轮,开发/测试/运维类,移动互联网、金融,"股票期权,弹性工作制,行业龙头,地铁周边","['信息安全', '高级', '中级', 'php', 'MySQL']",python开发工程师,15k-30k,3-5年,,
157,武汉佰钧成技术有限责任公司,杭州,"['带薪年假', '计算机软件', '管理规范', '定期体检']",2000人以上,2018-03-07 07:44:06,西湖区,大专,不需要融资,开发/测试/运维类,移动互联网,"平台好,技术新,大牛多","['云计算', '高级', 'linux', 'MySQL']",Python开发工程师,11K-22K,1-3年,,
158,上海海万信息科技股份有限公司,上海,[],500-2000人,2018-03-09 13:10:10,浦东新区,大专,不需要融资,开发/测试/运维类,"移动互联网,金融","年终奖,过节费,旅游,体检",[],python工程师,8k-15k,1-3年,,
159,深圳市健康阿鹿信息科技有限公司,深圳,"['年底双薪', '交通补助', '带薪年假', '午餐补助']",50-150人,2018-03-11 15:16:38,南山区,大专,不需要融资,开发/测试/运维类,"移动互联网,医疗健康","上市公司,实力雄厚,人性化管理,福利众多","['专家', '总监', '资深', 'php', 'Java']",Python工程师,15k-25k,1-3年,,
160,北京思维造物信息科技有限公司,北京,"['专项奖金', '扁平管理', '帅哥多', '领导好']",150-500人,2018-03-09 11:30:56,朝阳区,不限,B轮,开发/测试/运维类,"移动互联网,文化娱乐","六险一金,大咖云集",[],Python开发工程师,15k-30k,不限,,
161,深圳市和讯华谷信息技术有限公司,深圳,"['五险一金', '文体活动', '团建旅游', '美味晚餐']",150-500人,2018-03-09 11:24:26,南山区,本科,D轮及以上,开发/测试/运维类,"移动互联网,数据服务","D轮+,14薪+,攻城狮氛围,牛掰团队","['web', '大数据', 'Java']",极光调研 - 高级 Python 工程师,18k-35k,3-5年,,
162,深圳呗佬智能有限公司,深圳,[],15-50人,2018-03-08 14:00:10,南山区,大专,A轮,开发/测试/运维类,移动互联网,"硅谷技术,AI领域","['云计算', '大数据', 'Java']",python开发工程师,15k-30k,3-5年,,
163,昆明俊云科技有限公司,成都,"['技能培训', '股票期权', '绩效奖金', '岗位晋升']",50-150人,2018-03-08 10:24:55,高新区,本科,不需要融资,开发/测试/运维类,"移动互联网,硬件","百万级产品,高薪资,六险一金,氛围轻松","['旅游', '游戏', '文化娱乐', '游戏开发', 'php']",python开发工程师,12k-15k,3-5年,,
164,北京字节跳动科技有限公司,北京,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,2018-03-11 19:37:57,海淀区,本科,C轮,开发/测试/运维类,"移动互联网,数据服务",六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，过亿用户，职业大牛，晋升空间，团队氛围好，优厚薪资,['后端开发'],Python开发工程师,20k-35k,1-3年,,
165,维我软件（上海）有限公司北京分公司,北京,"['行业领先', '超长年假', '年度旅游']",500-2000人,2018-03-07 18:19:31,朝阳区,本科,上市公司,开发/测试/运维类,"移动互联网,企业服务","纽交所上市,SaaS,生命科学,CRM","['资深', '后端开发', 'web']",高级工程师-Python,25k-35k,5-10年,,
166,上海坤亿信息技术有限公司,上海,"['绩效奖金', '管理规范', '五险一金', '交通补助']",50-150人,2018-02-26 13:48:08,浦东新区,本科,不需要融资,开发/测试/运维类,"电子商务,企业服务",弹性工作 大型美资企业,['软件开发'],python开发工程师,14K-20K,5-10年,,
167,会找房（北京）网络技术有限公司,北京,"['节日礼物', '股票期权', '带薪年假', '年度旅游']",150-500人,2018-02-23 12:06:22,海淀区,本科,C轮,技术,移动互联网、金融,"行业领先,激情团队,扁平化管理,团队氛围好",[],Python,15K-25K,3-5年,,
168,上海众言网络科技有限公司,上海,"['技能培训', '节日礼物', '年底双薪', '绩效奖金']",150-500人,2018-03-09 10:57:17,徐汇区,本科,B轮,开发/测试/运维类,移动互联网,"五险一金,季度旅游,节日福利,带薪年假","['Java', 'redis', '架构']",Python开发师,12k-24k,3-5年,,
169,上海海万信息科技股份有限公司,深圳,[],500-2000人,2018-03-10 15:30:23,福田区,大专,不需要融资,开发/测试/运维类,"移动互联网,金融","发展平台,团队合作,五险一金,法定节假日","['金融', '爬虫', 'django']",Python开发工程师,9k-16k,1-3年,,
170,北京果壳互动科技传媒有限公司,北京,"['技能培训', '年度旅游', '岗位晋升', '家庭式三餐']",150-500人,2018-03-09 13:12:34,朝阳区,本科,C轮,开发/测试/运维类,"移动互联网,社交网络",成长空间 五险一金 补充医疗 包三餐,"['社交', '后端开发']",Python后端工程师,10k-20k,不限,,
171,联想（北京）有限公司,北京,"['技能培训', '待遇优厚', '晋升空间', '五险一金']",2000人以上,2018-03-08 12:00:53,海淀区,本科,上市公司,开发/测试/运维类,"移动互联网,数据服务",平台好 福利待遇优厚,[],Python开发工程师,17k-18k,3-5年,,
172,重庆博尼施科技有限公司,重庆,"['技能培训', '年底双薪', '绩效奖金', '高速增长']",15-50人,2018-03-07 09:22:52,渝中区,本科,不需要融资,技术,移动互联网,公分旅游，13薪+奖金，五险一金，成长期,"['旅游', '移动互联网', 'Java', '服务器端']",Python研发工程师,6k-10k,1-3年,,
173,北京优帆科技有限公司,武汉,"['技能培训', '股票期权', '带薪年假', '绩效奖金']",150-500人,2018-03-06 17:22:04,洪山区,本科,D轮及以上,开发/测试/运维类,数据服务,"大牛团队,工程师文化,公司上升期","['云计算', '后端开发', 'OpenStack']",Python 研发工程师,12k-24k,1-3年,,
174,武汉北蚁网络科技有限公司,武汉,"['年底双薪', '绩效奖金', '休闲餐点', '五险一金']",50-150人,2018-03-10 16:55:23,东湖新技术开发区,大专,不需要融资,开发/测试/运维类,"电子商务,移动互联网","五险一金,休闲餐点,员工聚餐","['云计算', '资深', 'Java', 'golang']",Python高级开发工程师,10k-15k,5-10年,,
175,北京复华卓越商业管理有限公司,北京,"['通讯津贴', '午餐补助', '美女多', '领导好']",2000人以上,2018-03-09 15:42:39,朝阳区,大专,不需要融资,开发/测试/运维类,"电子商务,O2O",提升空间大,"['广告营销', '大数据', '数据挖掘', '算法']",Python开发工程师,15k-30k,5-10年,,
